Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Toyota,bZ3X,27990,USD,2025,224 a.g. / Elektro,224 a.g. / Elektro,224 a.g. / Elektro,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Reduktor,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Changan,CS 55 Plus,18700,USD,2025,1.5 L,313,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Changan,CS 55 Plus,18900,USD,2025,1.5 L,313,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,Rio,8300,AZN,2008,1.5 L,110,Dizel,361 301 km,Ağ,"Hetçbek, 5 qapı",2008,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,E 220 d,14200,AZN,2000,2.2 L,143,Dizel,358 002 km,Göy,Sedan,2000,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,208 D,13700,AZN,1992,2.3 L,85,Dizel,400 000 km,Ağ,Mikroavtobus,1992,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənib",,Şirvan
Chevrolet,Captiva,32500,AZN,2022,1.5 L,147,Benzin,15 600 km,Boz,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
Opel,Vectra,6200,AZN,2000,2.0 L,136,Benzin,485 000 km,Ağ,Sedan,2000,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Orlando,14800,AZN,2012,1.8 L,141,Benzin,274 000 km,Ağ,Kompakt-Van,2012,Mexaniki,Ön,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Digər,Bakı
Chevrolet,Malibu,19500,AZN,2017,1.5 L,160,Benzin,143 500 km,Ağ,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Chevrolet,Cruze,12040,AZN,2014,1.4 L,141,Benzin,250 000 km,Göy,Sedan,2014,Avtomat,Ön,Xeyr,5,0,"Vuruğu var, rənglənməyib",Amerika,Bakı
JETOUR,X70,29200,AZN,2022,1.5 L,147,Benzin,27 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Robot,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Rəsmi diler,Bakı
Polestar,2,21800,USD,2023,476 a.g. / Elektro,476 a.g. / Elektro,476 a.g. / Elektro,4 800 km,Qara,Liftbek,2023,Reduktor,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,30900,AZN,2013,2.0 L,184,Dizel,231 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Mercedes,S 400,34400,USD,2013,3.0 L,333,Benzin,214 000 km,Qara,Sedan,2013,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Ceed SW,26400,AZN,2018,1.6 L,136,Dizel,175 000 km,Qara,"Universal, 5 qapı",2018,Robot,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
JAC,J7,25700,AZN,2025,1.5 L,150,Benzin,0 km,Ağ,Liftbek,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,X6,84300,USD,2025,3.0 L,381,Benzin,30 000 km,Qara,SUV Kupe,2025,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Camry,15800,AZN,2010,2.4 L,179,Benzin,268 000 km,Ağ,Sedan,2010,Avtomat,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Dubay,Şəki
Mercedes,E 220 d,9500,AZN,1998,2.2 L,125,Dizel,310 000 km,Gümüşü,Sedan,1998,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Ağdam
BMW,750,54900,USD,2020,4.4 L,530,Benzin,90 000 km,Boz,Sedan,2020,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BYD,Destroyer 05,22600,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
JETOUR,T2,59400,AZN,2025,2.0 L,254,Benzin,0 km,Bej,"Offroader / SUV, 5 qapı",2025,Robot,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Nissan,X-Trail,46900,AZN,2024,2.5 L,171,Benzin,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Avtomat,Arxa,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,E 220 d,30500,USD,2018,2.0 L,194,Dizel,111 462 km,Ağ,Sedan,2018,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
BMW,430,39900,AZN,2018,2.0 L,249,Benzin,119 000 km,Ağ,Liftbek,2018,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,530e,40900,USD,2023,2.0 L,292,Plug-in Hibrid,94 951 km,Qara,Sedan,2023,Avtomat,Arxa,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Volkswagen,ID.6 Crozz,22000,USD,2023,204 a.g. / Elektro,204 a.g. / Elektro,204 a.g. / Elektro,42 000 km,Göy,"Offroader / SUV, 5 qapı",2023,Reduktor,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,ix35,24500,AZN,2013,2.0 L,163,Benzin,60 800 km,Qara,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Sumqayıt
Toyota,Camry,15900,AZN,2010,2.4 L,167,Hibrid,500 000 km,Qara,Sedan,2010,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,33400,AZN,2015,2.0 L,184,Dizel,184 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Koreya,Sumqayıt
Fiat,Doblo,13500,AZN,2014,1.3 L,86,Dizel,330 000 km,Ağ,Kompakt-Van,2014,Mexaniki,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,Rio,8300,AZN,2008,1.5 L,110,Dizel,361 301 km,Ağ,"Hetçbek, 5 qapı",2008,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,E 220 d,14200,AZN,2000,2.2 L,143,Dizel,358 002 km,Göy,Sedan,2000,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,208 D,13700,AZN,1992,2.3 L,85,Dizel,400 000 km,Ağ,Mikroavtobus,1992,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənib",,Şirvan
Chevrolet,Captiva,32500,AZN,2022,1.5 L,147,Benzin,15 600 km,Boz,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
Opel,Vectra,6200,AZN,2000,2.0 L,136,Benzin,485 000 km,Ağ,Sedan,2000,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Orlando,14800,AZN,2012,1.8 L,141,Benzin,274 000 km,Ağ,Kompakt-Van,2012,Mexaniki,Ön,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Digər,Bakı
Chevrolet,Malibu,19500,AZN,2017,1.5 L,160,Benzin,143 500 km,Ağ,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Chevrolet,Cruze,12040,AZN,2014,1.4 L,141,Benzin,250 000 km,Göy,Sedan,2014,Avtomat,Ön,Xeyr,5,0,"Vuruğu var, rənglənməyib",Amerika,Bakı
JETOUR,X70,29200,AZN,2022,1.5 L,147,Benzin,27 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Robot,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Rəsmi diler,Bakı
Polestar,2,21800,USD,2023,476 a.g. / Elektro,476 a.g. / Elektro,476 a.g. / Elektro,4 800 km,Qara,Liftbek,2023,Reduktor,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,30900,AZN,2013,2.0 L,184,Dizel,231 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Mercedes,S 400,34400,USD,2013,3.0 L,333,Benzin,214 000 km,Qara,Sedan,2013,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Ceed SW,26400,AZN,2018,1.6 L,136,Dizel,175 000 km,Qara,"Universal, 5 qapı",2018,Robot,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
JAC,J7,25700,AZN,2025,1.5 L,150,Benzin,0 km,Ağ,Liftbek,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,X6,84300,USD,2025,3.0 L,381,Benzin,30 000 km,Qara,SUV Kupe,2025,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Camry,15800,AZN,2010,2.4 L,179,Benzin,268 000 km,Ağ,Sedan,2010,Avtomat,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Dubay,Şəki
Mercedes,E 220 d,9500,AZN,1998,2.2 L,125,Dizel,310 000 km,Gümüşü,Sedan,1998,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Ağdam
Maserati,Quattroporte,20900,USD,2012,4.7 L,440,Benzin,70 000 km,Qara,Sedan,2012,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Audi,Q7,36000,USD,2015,3.0 L,333,Benzin,103 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2015,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Land,Rover Range Rover,41900,USD,2014,5.0 L,550,Benzin,135 000 km,Qara,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,4,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
JMC,Conquer 4x2,39000,AZN,2024,2.9 L,163,Dizel,0 km,Boz,Yük maşını,2024,Mexaniki,Arxa,Bəli,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Sonata,27800,AZN,2019,2.0 L,192,Hibrid,67 000 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Camry,21000,USD,2019,2.5 L,203,Benzin,139 742 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Cerato,14900,AZN,2012,1.6 L,124,Benzin,250 000 km,Yaş Asfalt,Sedan,2012,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,CS 55 Plus,15300,USD,2025,1.5 L,313,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Xiaomi,SU7,49000,USD,2024,673 a.g. / Elektro,673 a.g. / Elektro,673 a.g. / Elektro,0 km,Yaş Asfalt,Sedan,2024,Reduktor,Tam,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 220 d,27600,AZN,2014,2.2 L,170,Dizel,161 000 km,Yaş Asfalt,Sedan,2014,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
BYD,Destroyer 05,11617,EUR,2024,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2024,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Sonata,17900,AZN,2011,2.4 L,178,Benzin,270 000 km,Qara,Sedan,2011,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Gəncə
Toyota,Land Cruiser Prado,67200,USD,2024,2.8 L,200,Dizel,0 km,Ağ,"Offroader / SUV, 5 qapı",2024,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,X5,31000,AZN,2011,3.0 L,306,Benzin,200 000 km,Ağ,"Offroader / SUV, 5 qapı",2011,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Yevlax
BYD,Seal 05,23900,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Yaş Asfalt,Sedan,2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Grand Santa Fe,29900,AZN,2014,3.3 L,249,Benzin,160 000 km,Ağ,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Jeep,Wrangler,39000,USD,2023,2.0 L,375,Plug-in Hibrid,14 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Forte,24900,AZN,2020,2.0 L,147,Benzin,66 500 km,Göy,Sedan,2020,Variator,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 220 d,9800,AZN,1999,2.2 L,143,Dizel,378 000 km,Gümüşü,Sedan,1999,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Camry,15800,AZN,2010,2.4 L,179,Benzin,268 000 km,Ağ,Sedan,2010,Avtomat,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Dubay,Şəki
Mercedes,E 220 d,9500,AZN,1998,2.2 L,125,Dizel,310 000 km,Gümüşü,Sedan,1998,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Ağdam
Maserati,Quattroporte,20900,USD,2012,4.7 L,440,Benzin,70 000 km,Qara,Sedan,2012,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Audi,Q7,36000,USD,2015,3.0 L,333,Benzin,103 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2015,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Land,Rover Range Rover,41900,USD,2014,5.0 L,550,Benzin,135 000 km,Qara,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,4,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
JMC,Conquer 4x2,39000,AZN,2024,2.9 L,163,Dizel,0 km,Boz,Yük maşını,2024,Mexaniki,Arxa,Bəli,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Sonata,27800,AZN,2019,2.0 L,192,Hibrid,67 000 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Camry,21000,USD,2019,2.5 L,203,Benzin,139 742 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Cerato,14900,AZN,2012,1.6 L,124,Benzin,250 000 km,Yaş Asfalt,Sedan,2012,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Avante,26500,AZN,2018,1.6 L,132,Benzin,110 000 km,Ağ,Sedan,2018,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
LADA,(VAZ) Priora,6800,AZN,2013,1.6 L,87,Benzin,200 000 km,Ağ,Sedan,2013,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Bakı
Hyundai,H-1,18500,AZN,2011,2.5 L,170,Dizel,440 000 km,Ağ,Minivan,2011,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Chevrolet,Aveo,8500,AZN,2012,1.6 L,115,Benzin,200 000 km,Qara,Sedan,2012,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,530e,44000,USD,2021,2.0 L,292,Plug-in Hibrid,51 000 km,Göy,Sedan,2021,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,K3,29500,AZN,2019,1.6 L,123,Benzin,162 000 km,Ağ,Sedan,2019,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Sumqayıt
Kia,Sorento,33700,AZN,2017,2.0 L,184,Dizel,172 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bərdə
Kia,Stinger,26900,AZN,2019,2.0 L,247,Benzin,85 000 km,Ağ,Liftbek,2019,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Opel,Vectra,5400,AZN,2004,1.9 L,150,Dizel,425 000 km,Gümüşü,"Universal, 5 qapı",2004,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,Rio,9500,AZN,2006,1.4 L,97,Benzin,200 000 km,Gümüşü,"Hetçbek, 5 qapı",2006,Mexaniki,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Sumqayıt
Toyota,Corolla,30200,AZN,2025,1.8 L,98,Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Ford,Fusion (North America),16900,AZN,2018,1.5 L,184,Benzin,110 000 km,Göy,Sedan,2018,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,E 220 d,51500,USD,2020,2.2 L,194,Dizel,50 000 km,Boz,Sedan,2020,Avtomat,Arxa,Xeyr,4,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Santa Fe,28700,AZN,2015,2.0 L,265,Benzin,110 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Land,Rover Range Rover,169800,USD,2023,3.0 L,350,Dizel,28 500 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Wuling,Starlight,26500,AZN,2025,1.5 L,283,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Reduktor,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Qiyuan Q05,31200,AZN,2025,1.5 L,225,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
GWM,Tank 500,85900,AZN,2025,2.0 L,350,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Tucson,51900,AZN,2024,1.6 L,230,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Land,Rover Range Rover,60000,AZN,2014,3.0 L,258,Dizel,235 000 km,Qara,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Corolla Cross,33200,AZN,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Ford,Transit,19800,AZN,2010,2.2 L,140,Dizel,279 000 km,Qara,Furqon,2010,Mexaniki,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Sumqayıt
MAN,TGX 18.440,56000,AZN,2012,12 L,440,Dizel,1 100 000 km,Ağ,Dartqı,2012,Avtomat,Arxa,Xeyr,3,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,Sorento,31700,AZN,2016,2.0 L,186,Dizel,132 700 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Ford,Transit,20000,AZN,2007,2.4 L,140,Dizel,305 000 km,Ağ,Furqon,2007,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Range Rover,75000,USD,2019,3.0 L,380,Benzin,66 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,Sorento,31000,USD,2022,1.6 L,230,Hibrid,75 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2022,Avtomat,Ön,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Mercedes,E 220 d,9500,AZN,1998,2.2 L,125,Dizel,310 000 km,Gümüşü,Sedan,1998,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Ağdam
Maserati,Quattroporte,20900,USD,2012,4.7 L,440,Benzin,70 000 km,Qara,Sedan,2012,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Audi,Q7,36000,USD,2015,3.0 L,333,Benzin,103 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2015,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Land,Rover Range Rover,41900,USD,2014,5.0 L,550,Benzin,135 000 km,Qara,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,4,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
JMC,Conquer 4x2,39000,AZN,2024,2.9 L,163,Dizel,0 km,Boz,Yük maşını,2024,Mexaniki,Arxa,Bəli,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Sonata,27800,AZN,2019,2.0 L,192,Hibrid,67 000 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Camry,21000,USD,2019,2.5 L,203,Benzin,139 742 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Cerato,14900,AZN,2012,1.6 L,124,Benzin,250 000 km,Yaş Asfalt,Sedan,2012,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Avante,26500,AZN,2018,1.6 L,132,Benzin,110 000 km,Ağ,Sedan,2018,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
LADA,(VAZ) Priora,6800,AZN,2013,1.6 L,87,Benzin,200 000 km,Ağ,Sedan,2013,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Bakı
Hyundai,H-1,18500,AZN,2011,2.5 L,170,Dizel,440 000 km,Ağ,Minivan,2011,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Chevrolet,Aveo,8500,AZN,2012,1.6 L,115,Benzin,200 000 km,Qara,Sedan,2012,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,530e,44000,USD,2021,2.0 L,292,Plug-in Hibrid,51 000 km,Göy,Sedan,2021,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,K3,29500,AZN,2019,1.6 L,123,Benzin,162 000 km,Ağ,Sedan,2019,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Sumqayıt
Kia,Sorento,33700,AZN,2017,2.0 L,184,Dizel,172 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bərdə
Kia,Stinger,26900,AZN,2019,2.0 L,247,Benzin,85 000 km,Ağ,Liftbek,2019,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Opel,Vectra,5400,AZN,2004,1.9 L,150,Dizel,425 000 km,Gümüşü,"Universal, 5 qapı",2004,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,Rio,9500,AZN,2006,1.4 L,97,Benzin,200 000 km,Gümüşü,"Hetçbek, 5 qapı",2006,Mexaniki,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Sumqayıt
Toyota,Corolla,30200,AZN,2025,1.8 L,98,Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Ford,Fusion (North America),16900,AZN,2018,1.5 L,184,Benzin,110 000 km,Göy,Sedan,2018,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,E 220 d,51500,USD,2020,2.2 L,194,Dizel,50 000 km,Boz,Sedan,2020,Avtomat,Arxa,Xeyr,4,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Santa Fe,28700,AZN,2015,2.0 L,265,Benzin,110 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Land,Rover Range Rover,169800,USD,2023,3.0 L,350,Dizel,28 500 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,E 230,11800,AZN,1997,2.3 L,150,Benzin,325 123 km,Gümüşü,Sedan,1997,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
